gz_tools-ci-ign-tools1-homebrew-amd64,0.7
gz_tools-ci-ign-tools1-homebrew-arm64,0.7
gz_tools-ci-ign-tools1-jammy-amd64,0.8
gz_tools-ci-main-homebrew-amd64,0.9
gz_tools-ci-main-homebrew-arm64,0.9
gz_tools-ci-main-noble-amd64,1.0
gz_tools-ign-tools1-clwin,0.7
gz_tools-main-cnlwin,0.9
gz_transport-13-clowin,0.75
gz_transport-14-clowin,0.8
gz_transport-15-cnlwin,0.85
gz_transport-ci-gz-transport13-homebrew-amd64,0.75
gz_transport-ci-gz-transport13-homebrew-arm64,0.75
gz_transport-ci-gz-transport13-jammy-amd64,0.85
gz_transport-ci-gz-transport13-noble-amd64,0.85
gz_transport-ci-gz-transport14-homebrew-amd64,0.8
gz_transport-ci-gz-transport14-homebrew-arm64,0.8
gz_transport-ci-gz-transport14-noble-amd64,0.9
gz_transport-ci-gz-transport15-homebrew-amd64,0.85
gz_transport-ci-gz-transport15-homebrew-arm64,0.85
gz_transport-ci-gz-transport15-noble-amd64,0.95
gz_transport-ci-ign-transport11-homebrew-amd64,0.7
gz_transport-ci-ign-transport11-homebrew-arm64,0.7
gz_transport-ci-ign-transport11-jammy-amd64,0.8
gz_transport-ci-main-homebrew-amd64,0.9
gz_transport-ci-main-homebrew-arm64,0.9
gz_transport-ci-main-noble-amd64,1.0
gz_transport-ign-transport11-clwin,0.7
gz_transport-main-cnlwin,0.9
gz_utils-2-clowin,0.75
gz_utils-3-clowin,0.8
gz_utils-4-cnlwin,0.85
gz_utils-ci-gz-utils2-homebrew-amd64,0.75
gz_utils-ci-gz-utils2-homebrew-arm64,0.75
gz_utils-ci-gz-utils2-jammy-amd64,0.85
gz_utils-ci-gz-utils2-noble-amd64,0.85
gz_utils-ci-gz-utils3-homebrew-amd64,0.8
gz_utils-ci-gz-utils3-homebrew-arm64,0.8
gz_utils-ci-gz-utils3-noble-amd64,0.9
gz_utils-ci-gz-utils4-homebrew-amd64,0.85
gz_utils-ci-gz-utils4-homebrew-arm64,0.85
gz_utils-ci-gz-utils4-noble-amd64,0.95
gz_utils-ci-ign-utils1-homebrew-amd64,0.7
gz_utils-ci-ign-utils1-homebrew-arm64,0.7
gz_utils-ci-ign-utils1-jammy-amd64,0.8
gz_utils-ci-main-homebrew-amd64,0.9
gz_utils-ci-main-homebrew-arm64,0.9
gz_utils-ci-main-noble-amd64,1.0
gz_utils-ign-utils1-clwin,0.7
gz_utils-main-cnlwin,0.9
nightly_linux-aarch64_debug,1.0
nightly_linux-aarch64_release,1.0
nightly_linux-aarch64_repeated,1.0
nightly_linux-rhel_debug,1.0
nightly_linux-rhel_release,1.0
nightly_linux-rhel_repeated,1.0
nightly_linux_coverage,0.75
nightly_linux_debug,1.0
nightly_linux_jazzy_coverage,0.75
nightly_linux_kilted_coveragenightly_linux_humble_coverage,0.75
nightly_linux_release,1.0
nightly_linux_repeated,1.0
nightly_win_deb,1
nightly_win_rel,1
nightly_win_rep,1
packaging_linux,1.0
packaging_linux-aarch64,1.0
packaging_linux-rhel,1.0
packaging_windows,1.0
packaging_windows_debug,1.0
sdformat-ci-main-homebrew-amd64,0.9
sdformat-ci-main-homebrew-arm64,0.9
sdformat-ci-main-noble-amd64,1.0
sdformat-ci-sdf12-homebrew-amd64,0.7
